komentar,rating,date,nama_bank,channel,sentimen,text_clean,text_preprocessed
Inovatif Jenius mempermudah urusan keuangan karena dapat mengatur segala transaksi dengan mudah karena hanya lewat genggaman smartphone tanpa perlu datang ke kantor cabang,5,2021-07-06 4:22:39,Jenius,Appstore,positif,inovatif jenius mempermudah urusan keuangan karena dapat mengatur segala transaksi dengan mudah karena hanya lewat genggaman smartphone tanpa perlu datang ke kantor cabang,"['inovatif', 'mudah', 'urus', 'uang', 'atur', 'transaksi', 'mudah', 'genggam', 'smartphone', 'kantor', 'cabang']"
Thanks ini bank paling pengertian kalau bisa ada ATM.nya,5,2022-01-19 13:03:28,Neocommerce,Playstore,positif,thanks ini bank paling pengertian kalau bisa ada atmnya,"['thanks', 'erti', 'atmnya']"
Kenapa sih mau klik hadiah selalu gabisa terus;(,2,2021-10-03 22:54:01,Neocommerce,Playstore,negatif,kenapa sih mau klik hadiah selalu gabisa terus,"['klik', 'hadiah', 'gabisa']"
Ok,5,2021-10-18 8:51:50,Neocommerce,Playstore,positif,ok,['ok']
Mantap,5,2021-07-09 6:15:45,Neocommerce,Playstore,positif,mantap,['mantap']
Pp,5,2022-02-09 4:16:12,Livin,Playstore,netral,pp,['pp']
Buka rekening nya cepet. Keren Seabank 👍,5,2021-08-10 17:16:16,Seabank,Playstore,positif,buka rekening nya cepet keren seabank 👍,"['buka', 'rekening', 'cepet', 'keren', '']"
Saya kasih 5 ☆☆☆☆☆ saya langsung ke kantor cabang buka hanya 20 menit selesai dan dapat kartu,5,2021-09-24 15:55:34,LineBank,Playstore,positif,saya kasih  ☆☆☆☆☆ saya langsung ke kantor cabang buka hanya  menit selesai dan dapat kartu,"['kasih', '', 'langsung', 'kantor', 'cabang', 'buka', 'menit', 'selesai', 'kartu']"
Ini kok saya tidak bisa masukan kode otp lewat email selalu gangguan,2,2021-10-29 17:23:29,Livin,Playstore,negatif,ini kok saya tidak bisa masukan kode otp lewat email selalu gangguan,"['masuk', 'kode', 'otp', 'email', 'ganggu']"
"Saya punya 2 app Logo biru dan kuning, tp jujur UI logo kuning sangat tidak ramah. Mohon di perbaiki lagi UI nya shg enak dilihat user, saran saja untuk tombol2 gunakan flat design hilangin gradasi warna di tombol trs itu desain watercolour yg warna warni sangat merusak mata TIDAK ENAK UNTUK DILIHAT. Sekali lagi gunakan Flat design tanpa gradasi warna sprt di logo biru . Sekian terimakasih",1,2022-02-13 16:32:07,Livin,Playstore,negatif,saya punya  app logo biru dan kuning tp jujur ui logo kuning sangat tidak ramah mohon di perbaiki lagi ui nya shg enak dilihat user saran saja untuk tombol gunakan flat design hilangin gradasi warna di tombol trs itu desain watercolour yg warna warni sangat merusak mata tidak enak untuk dilihat sekali lagi gunakan flat design tanpa gradasi warna sprt di logo biru  sekian terimakasih,"['logo', 'biru', 'kuning', 'jujur', 'ui', 'logo', 'kuning', 'ramah', 'mohon', 'baik', 'ui', 'shg', 'enak', 'user', 'saran', 'tombol', 'flat', 'design', 'hilangin', 'gradasi', 'warna', 'tombol', 'trs', 'desain', 'watercolour', 'warna', 'warni', 'rusak', 'mata', 'enak', 'flat', 'design', 'gradasi', 'warna', 'sprt', 'logo', 'biru', 'sekian', 'terimakasih']"
penipuann pass hari ketujuh diblg bakalan dpt 999rb ternyata pas hari ketujuh neo fortunenya ngk bisa dibuka padhal jaringan amann stabill hadeuh,2,2021-10-11 18:10:39,Neocommerce,Playstore,negatif,penipuann pass hari ketujuh diblg bakalan dpt rb ternyata pas hari ketujuh neo fortunenya ngk bisa dibuka padhal jaringan amann stabill hadeuh,"['penipuann', 'pass', 'tujuh', 'diblg', 'dpt', 'rb', 'tujuh', 'fortunenya', 'ngk', 'buka', 'padhal', 'jaring', 'amann', 'stabill', 'hadeuh']"
Menurut saya baguss sayang kadang lemot banget klo buka aplikasinya. Temen saya padahal baru daftar kenapa langsung dapet flaxi chass? Saya pengguna lama engak dapet?,5,2020-07-24 20:16:39,Jenius,Playstore,netral,menurut saya baguss sayang kadang lemot banget klo buka aplikasinya temen saya padahal baru daftar kenapa langsung dapet flaxi chass saya pengguna lama engak dapet,"['baguss', 'sayang', 'kadang', 'lot', 'buka', 'aplikasi', 'temen', 'daftar', 'langsung', 'dapet', 'flaxi', 'chass', 'guna', 'engak', 'dapet']"
.................... ............... ...............,4,2021-11-01 8:55:18,Neocommerce,Playstore,netral,,[]
"Kenapa setelah di update susah masuk lagi, padahal saya baru isi saldo, dengan alasan jaringan lemah, padahal jaringan sangat kuat? Tolong perbaiki biar saya bisa masuk kembali",1,2021-12-02 9:46:25,Neocommerce,Playstore,negatif,kenapa setelah di update susah masuk lagi padahal saya baru isi saldo dengan alasan jaringan lemah padahal jaringan sangat kuat tolong perbaiki biar saya bisa masuk kembali,"['update', 'susah', 'masuk', 'isi', 'saldo', 'alas', 'jaring', 'lemah', 'jaring', 'kuat', 'tolong', 'baik', 'biar', 'masuk']"
Good,5,2020-03-27 2:07:12,Jenius,Playstore,positif,good,['good']
"Blu keren banget! Pokonya ga nyesel download Blu, udh tampilannya anak muda banget, banyak promo dan bonus, banyak fitur yg bikin makin hemat, pokonya wajib download Blu!
*Jangan lupa pake kode referral aku LUSIA6WEL buat dpt cashback 25k min top up 100k!",5,2021-11-09 6:44:34,Blu,Appstore,positif,blu keren banget pokonya ga nyesel download blu udh tampilannya anak muda banget banyak promo dan bonus banyak fitur yg bikin makin hemat pokonya wajib download blu jangan lupa pake kode referral aku lusiawel buat dpt cashback k min top up k,"['keren', 'poko', 'ga', 'nyesel', 'download', 'tampil', 'anak', 'muda', 'promo', 'bonus', 'fitur', 'hemat', 'poko', 'wajib', 'download', 'lupa', 'pake', 'kode', 'referral', 'lusiawel', 'dpt', 'cashback', 'k', 'min', 'top', 'up', 'k']"
Mantap.. sudah mendingan.. trus di tingkatkan 👍🏻,5,2021-06-27 9:53:32,Neocommerce,Playstore,positif,mantap sudah mendingan trus di tingkatkan 👍🏻,"['mantap', 'mending', 'trus', 'tingkat', '']"
Kyc 1 tahun/bulan blom di acc,1,2022-02-10 1:20:02,TMRW,Playstore,negatif,kyc  tahunbulan blom di acc,"['kyc', 'tahunbulan', 'blom', 'acc']"
gimana ko ngga bisa di instal padahal udah 100%,1,2022-01-12 10:46:56,Neocommerce,Playstore,negatif,gimana ko ngga bisa di instal padahal udah,"['gimana', 'ko', 'ngga', 'instal', 'udah']"
Ok,5,2021-10-22 17:04:43,Neocommerce,Playstore,positif,ok,['ok']
Bisakah bntu sya? Dlm pakai vivavideo? Utk hilangin tnda air ny?,3,2016-12-20 13:18:50,Jenius,Playstore,netral,bisakah bntu sya dlm pakai vivavideo utk hilangin tnda air ny,"['bntu', 'sya', 'dlm', 'pakai', 'vivavideo', 'hilangin', 'tnda', 'air']"
New Livin 😍 Bank Mandiri dan Livin Mantap 👍🏻👍🏻👍🏻,5,2022-02-10 1:23:19,Livin,Appstore,positif,new livin 😍 bank mandiri dan livin mantap 👍🏻👍🏻👍🏻,"['new', '', 'mantap', '']"
"Good Suka banget sama aplikasinyaaa … sangat membantu saya dalam cek saldo dan lainnya …
Terimakasih Jenius",5,2021-07-15 14:09:58,Jenius,Appstore,positif,good suka banget sama aplikasinyaaa … sangat membantu saya dalam cek saldo dan lainnya … terimakasih jenius,"['good', 'suka', 'aplikasinyaaa', '', 'bantu', 'cek', 'saldo', '', 'terimakasih']"
Mantul om,5,2021-12-31 2:41:14,Livin,Playstore,positif,mantul om,"['mantul', 'om']"
Bagus dan mempermudah transaksi perbankan,5,2021-11-20 15:15:14,Livin,Playstore,positif,bagus dan mempermudah transaksi perbankan,"['bagus', 'mudah', 'transaksi', 'perban']"
Mantap,5,2021-12-14 4:29:05,Livin,Playstore,positif,mantap,['mantap']
Oke makasih,5,2021-11-07 11:59:44,Livin,Playstore,positif,oke makasih,"['oke', 'makasih']"
Aplikasi yg sangat bagus dan terpercaya 👍👍👍,5,2021-12-16 3:09:46,Neocommerce,Playstore,positif,aplikasi yg sangat bagus dan terpercaya 👍👍👍,"['bagus', 'percaya', '']"
Saya kasih bintang 5 klo kartu kredit saya di aproved 😀,3,2021-05-24 5:45:37,TMRW,Playstore,netral,saya kasih bintang  klo kartu kredit saya di aproved 😀,"['kasih', 'bintang', 'kartu', 'kredit', 'aproved', '']"
Mantap 👍👍👍,5,2022-01-06 6:28:24,Livin,Playstore,positif,mantap 👍👍👍,"['mantap', '']"
"Wah wah, sudah bisa setor tunai di ATM BCA nya. Besok2 ada kejutan apalagi niii....di blu 👍👍👍👍",5,2021-12-28 7:14:19,Blu,Playstore,positif,wah wah sudah bisa setor tunai di atm bca nya besok ada kejutan apalagi niiidi blu 👍👍👍👍,"['setor', 'tunai', 'atm', 'besok', 'kejut', 'niiidi', '']"
"Hallo jenius,,saya mau menginformasikan kalo ada org yg mengatas nama kan Putri Rejeki itu bukan saya,krn email dan pasword saya sdah di curi oleh org itu. Jadi kalo ada sewaktu waktu ada tagihan dan sebagai mna hal nya itu bukan tanggung jawab saya lagi. Krna saya tidak tau dan tidak bertanggung jawab. Terima kasih",1,2020-10-12 22:16:10,Jenius,Playstore,netral,hallo jeniussaya mau menginformasikan kalo ada org yg mengatas nama kan putri rejeki itu bukan sayakrn email dan pasword saya sdah di curi oleh org itu jadi kalo ada sewaktu waktu ada tagihan dan sebagai mna hal nya itu bukan tanggung jawab saya lagi krna saya tidak tau dan tidak bertanggung jawab terima kasih,"['hallo', 'jeniussaya', 'informasi', 'org', 'atas', 'nama', 'putri', 'rejeki', 'sayakrn', 'email', 'pasword', 'sdah', 'curi', 'org', 'tagih', 'mna', 'tanggung', 'krna', 'tau', 'tanggung', 'terima', 'kasih']"
good job,4,2021-02-27 17:00:53,Jenius,Playstore,positif,good job,"['good', 'job']"
Verifikasi wajah berulang2 ga bisa juga... Aplikasi gagal ini. Bintang 1 saja!,1,2021-12-22 15:50:32,Livin,Playstore,negatif,verifikasi wajah berulang ga bisa juga aplikasi gagal ini bintang  saja,"['verifikasi', 'wajah', 'ulang', 'ga', 'gagal', 'bintang']"
Coba dulu..  Kalau bagus ditambah lg bintangnya,3,2017-09-08 18:33:04,Digibank,Playstore,netral,coba dulu  kalau bagus ditambah lg bintangnya,"['coba', 'bagus', 'tambah', 'lg', 'bintang']"
Cakeppppppp,5,2022-02-24 14:52:36,Blu,Playstore,positif,cakeppppppp,['cakeppppppp']
Kenapa apa apa harus verifikasi wajah? Login verifikasi mau transfer verifikasi tolong lah jangan seribet ini,2,2021-07-11 5:55:05,Neocommerce,Playstore,negatif,kenapa apa apa harus verifikasi wajah login verifikasi mau transfer verifikasi tolong lah jangan seribet ini,"['verifikasi', 'wajah', 'login', 'verifikasi', 'transfer', 'verifikasi', 'tolong', 'seribet']"
"aplikasi mantap, pake kode cashtag $ardianilham biar dapet 50.000",5,2016-12-28 11:32:13,Jenius,Playstore,positif,aplikasi mantap pake kode cashtag ardianilham biar dapet,"['mantap', 'pake', 'kode', 'cashtag', 'ardianilham', 'biar', 'dapet']"
Good,5,2021-08-13 3:44:12,Neocommerce,Playstore,positif,good,['good']
Aplikasi kartu debit yang sangat mudah digunakan,5,2021-07-12 10:55:53,Jenius,Playstore,positif,aplikasi kartu debit yang sangat mudah digunakan,"['kartu', 'debit', 'mudah']"
"Aplikasi yg sangat bagus , saya suka pendaftaran mudah dan dapat keuntungan dari aplikasi ini yg blm download, download sekarang untuk nabung di masa kini dan di gunakan tabungan untuk masa depan , Terima kasih",5,2022-01-04 9:41:48,Neocommerce,Playstore,positif,aplikasi yg sangat bagus  saya suka pendaftaran mudah dan dapat keuntungan dari aplikasi ini yg blm download download sekarang untuk nabung di masa kini dan di gunakan tabungan untuk masa depan  terima kasih,"['bagus', 'suka', 'daftar', 'mudah', 'untung', 'blm', 'download', 'download', 'nabung', 'tabung', 'terima', 'kasih']"
Jenius merupakan aplikasi yang banyak saya gunakan saat ini. Saya terkejut saat pertama kali menggunakannya. ini memudahkan pelanggan,5,2020-10-15 2:56:57,Jenius,Playstore,positif,jenius merupakan aplikasi yang banyak saya gunakan saat ini saya terkejut saat pertama kali menggunakannya ini memudahkan pelanggan,"['kejut', 'kali', 'guna', 'mudah', 'langgan']"
"Sangat bagus,",5,2022-01-17 23:01:55,Neocommerce,Playstore,positif,sangat bagus,['bagus']
Mau daftar ga bisa bisa payah,1,2021-09-17 13:58:42,Neocommerce,Playstore,negatif,mau daftar ga bisa bisa payah,"['daftar', 'ga', 'payah']"
tidak bisa registrasi selalu gagal disaat bikin pin,1,2019-06-04 1:57:26,Jenius,Playstore,negatif,tidak bisa registrasi selalu gagal disaat bikin pin,"['registrasi', 'gagal', 'saat', 'pin']"
Rmyan,2,2021-07-09 6:00:32,Neocommerce,Playstore,netral,rmyan,['rmyan']
good,5,2016-11-20 1:32:37,Jenius,Playstore,positif,good,['good']
Jos,5,2022-01-22 12:24:29,Neocommerce,Playstore,positif,jos,['jos']
Sangat membantu,5,2021-10-21 6:52:23,Neocommerce,Playstore,positif,sangat membantu,['bantu']
pokoknya mantaplah udah gitu aja,5,2021-09-17 17:24:09,Neocommerce,Playstore,positif,pokoknya mantaplah udah gitu aja,"['pokok', 'mantap', 'udah', 'gitu']"
Saya abis daftarin punya temen udh masuk tapi ko ga ada duitnya 20ribu aneh🤔 dan kenapa skrang ga bisa dibuka ya akun saya anehh,4,2021-06-30 11:39:11,Neocommerce,Playstore,negatif,saya abis daftarin punya temen udh masuk tapi ko ga ada duitnya ribu aneh🤔 dan kenapa skrang ga bisa dibuka ya akun saya anehh,"['abis', 'daftarin', 'temen', 'masuk', 'ko', 'ga', 'duit', 'ribu', 'aneh', 'skrang', 'ga', 'buka', 'akun', 'anehh']"
"Maaf lama juga ya tranfernya?, kalu pertama2 cepat , terimakash infonya",3,2019-11-20 3:18:04,Digibank,Playstore,netral,maaf lama juga ya tranfernya kalu pertama cepat  terimakash infonya,"['maaf', 'tranfernya', 'kalu', 'cepat', 'terimakash', 'info']"
Ok,5,2022-02-21 4:52:32,Neocommerce,Playstore,positif,ok,['ok']
"ini aplikasinya sering terjadi error, tidak bisa bayar/beli dan terkadang aplikasi tidak responsif seperti blank tidak bisa scroll, dan di Uninstall lalu di install kembali malah gak bisa ke download sedangkan kalo mendownloap aplikasi mbangking lain bisa tp digibank aja yang ga bisa. ubah sistemnya dong",2,2019-07-09 17:04:24,Digibank,Playstore,negatif,ini aplikasinya sering terjadi error tidak bisa bayarbeli dan terkadang aplikasi tidak responsif seperti blank tidak bisa scroll dan di uninstall lalu di install kembali malah gak bisa ke download sedangkan kalo mendownloap aplikasi mbangking lain bisa tp digibank aja yang ga bisa ubah sistemnya dong,"['aplikasi', 'error', 'bayarbeli', 'terkadang', 'responsif', 'blank', 'scroll', 'uninstall', 'install', 'gak', 'download', 'mendownloap', 'mbangking', 'digibank', 'ga', 'ubah', 'sistem']"
Menyukai ini,4,2016-11-20 1:31:19,Jenius,Playstore,positif,menyukai ini,['suka']
"Proses aktivasi akun nya lama.saya sudah melakukan 2 kali aktivasi dengan Videocall dan yg lainny. Tapi sampai saat ini saya belum mendapatkan pemberitahuan apapun dari adminnya... Sudahlah saya nyerah,tolong hapus data saya!!!!😔",1,2021-10-04 0:51:58,Jenius,Playstore,negatif,proses aktivasi akun nya lamasaya sudah melakukan  kali aktivasi dengan videocall dan yg lainny tapi sampai saat ini saya belum mendapatkan pemberitahuan apapun dari adminnya sudahlah saya nyerahtolong hapus data saya😔,"['proses', 'aktivasi', 'akun', 'lamasaya', 'kali', 'aktivasi', 'videocall', 'lainny', 'pemberitahuan', 'apa', 'adminnya', 'nyerahtolong', 'hapus', 'data', 'saya']"
"Gagal mulu verifikasi wajah padahal ga gerak, ga pakai kacamata, ga nunduk bingung saya",1,2021-10-18 11:24:24,Neocommerce,Playstore,negatif,gagal mulu verifikasi wajah padahal ga gerak ga pakai kacamata ga nunduk bingung saya,"['gagal', 'mulu', 'verifikasi', 'wajah', 'ga', 'gerak', 'ga', 'pakai', 'kacamata', 'ga', 'nunduk', 'bingung']"
Tidak bisa register karna pilih bahasa terus..    Buruk lah pokoknya...,1,2016-10-16 2:49:22,Jenius,Playstore,negatif,tidak bisa register karna pilih bahasa terus    buruk lah pokoknya,"['register', 'karna', 'pilih', 'bahasa', 'buruk', 'pokok']"
Meraih impian melalui Digibank,5,2018-02-25 17:17:01,Digibank,Playstore,positif,meraih impian melalui digibank,"['raih', 'impi', 'digibank']"
Good application,5,2022-01-19 14:13:37,Neocommerce,Playstore,positif,good application,"['good', 'application']"
Bagus,5,2022-02-14 14:00:48,Neocommerce,Playstore,positif,bagus,['bagus']
Fiturnya dipermudah,3,2021-01-11 5:30:31,Digibank,Playstore,netral,fiturnya dipermudah,"['fiturnya', 'mudah']"
membantu,5,2021-12-31 8:16:58,Livin,Playstore,positif,membantu,['bantu']
"Aplikasi perbankan yang simple mudah digunakan, banyak fitur yang dapat digunakan untuk memudahkan transaksi",5,2021-06-28 6:44:32,Jenius,Playstore,positif,aplikasi perbankan yang simple mudah digunakan banyak fitur yang dapat digunakan untuk memudahkan transaksi,"['perban', 'simple', 'mudah', 'fitur', 'mudah', 'transaksi']"
Fitur dan bahasanya mudah di pahaami. Ini,5,2022-01-06 13:17:59,Neocommerce,Playstore,positif,fitur dan bahasanya mudah di pahaami ini,"['fitur', 'bahasa', 'mudah', 'pahaami']"
"ini aplikasi gua rekomendasi banget buat kalian yang pengen nabung tapi gamau ribet, untuk top up nya juga mudah dan cepat sama yang pastinya aman dong",5,2021-11-17 2:06:21,Jenius,Playstore,positif,ini aplikasi gua rekomendasi banget buat kalian yang pengen nabung tapi gamau ribet untuk top up nya juga mudah dan cepat sama yang pastinya aman dong,"['rekomendasi', 'ken', 'nabung', 'gamau', 'ribet', 'top', 'up', 'mudah', 'cepat', 'pasti', 'aman']"
"lebih aman untuk menabung dan efektif,aktivasi nya pun mudah dengan video call",5,2021-05-19 5:08:01,Jenius,Playstore,positif,lebih aman untuk menabung dan efektifaktivasi nya pun mudah dengan video call,"['aman', 'tabung', 'efektifaktivasi', 'mudah', 'video', 'call']"
"Ga suka sama menu tampilannya, msh bagus yang lama dan lebih mudah menggunakannya. Jd beljaar menu baru lagi smoga tidak merepotkan",1,2022-01-22 0:26:18,Livin,Playstore,negatif,ga suka sama menu tampilannya msh bagus yang lama dan lebih mudah menggunakannya jd beljaar menu baru lagi smoga tidak merepotkan,"['ga', 'suka', 'menu', 'tampil', 'msh', 'bagus', 'mudah', 'guna', 'jd', 'beljaar', 'menu', 'smoga', 'repot']"
"Baik,,,",5,2021-03-10 17:37:07,Digibank,Playstore,positif,baik,[]
"Saya hapus ulasan pertama, karena sampai detik ini keluhan saya blm difollow up. Hampir satu bln. Tujuan saya buka akun DBS spy bisa transfer valas ke LN, tp ternyata sy tidak bisa transfer ke negara tujuan saya.",1,2020-12-23 5:32:53,Digibank,Playstore,negatif,saya hapus ulasan pertama karena sampai detik ini keluhan saya blm difollow up hampir satu bln tujuan saya buka akun dbs spy bisa transfer valas ke ln tp ternyata sy tidak bisa transfer ke negara tujuan saya,"['hapus', 'ulas', 'detik', 'keluh', 'blm', 'difollow', 'up', 'bln', 'tuju', 'buka', 'akun', 'spy', 'transfer', 'valas', 'ln', 'transfer', 'negara', 'tuju']"
Apakah daftarnya harus menggunakan NPWP ?,5,2020-01-22 2:43:30,Jenius,Playstore,netral,apakah daftarnya harus menggunakan npwp,"['daftar', 'npwp']"
Bagus banget appnya,5,2021-07-17 6:50:40,Neocommerce,Playstore,positif,bagus banget appnya,"['bagus', 'appnya']"
Review Bagus untuk transfer cepat,5,2021-04-22 1:16:32,Jenius,Appstore,positif,review bagus untuk transfer cepat,"['review', 'bagus', 'transfer', 'cepat']"
Saya minta di APUS k data sayatakut ada yg menyalahgunakan data,1,2021-02-12 10:20:45,Jenius,Playstore,netral,saya minta di apus k data sayatakut ada yg menyalahgunakan data,"['apus', 'k', 'data', 'sayatakut', 'menyalahgunakan', 'data']"
"TIC-0030583 1x24jam,saya sudah nunggu 10X24 jam Saya sudah hubungin tetap aja gak ada hasil nya,PARAH",1,2021-08-20 10:21:12,Neocommerce,Playstore,negatif,tic xjamsaya sudah nunggu x jam saya sudah hubungin tetap aja gak ada hasil nyaparah,"['tic', 'xjamsaya', 'nunggu', 'x', 'jam', 'hubungin', 'gak', 'hasil', 'nyaparah']"
Tolong di benerin log in ferip wajahnya susah banget log in mending menggunakan otp aja gk usah pake verip wajah saya susah log in jadinya,4,2021-07-22 3:11:14,Neocommerce,Playstore,negatif,tolong di benerin log in ferip wajahnya susah banget log in mending menggunakan otp aja gk usah pake verip wajah saya susah log in jadinya,"['tolong', 'benerin', 'log', 'in', 'ferip', 'wajah', 'susah', 'log', 'in', 'mending', 'otp', 'gk', 'pake', 'verip', 'wajah', 'susah', 'log', 'in']"
